molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value
CHEMBL3961297,Cc1cc(C2(O)C(=O)Nc3ccc(-c4c(C)noc4C)cc32)ccc1F,380.0,nM,6.42
CHEMBL3930354,Cc1ccccc1C1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,570.0,nM,6.24
CHEMBL3899594,Cc1noc(C)c1-c1ccc2c(c1)C(O)(c1ccc(F)c(F)c1)C(=O)N2,200.0,nM,6.7
CHEMBL3984999,COc1ccc(C2(O)C(=O)Nc3ccc(-c4c(C)noc4C)cc32)cc1,410.0,nM,6.39
CHEMBL3909850,COc1ccc(C2(O)C(=O)Nc3ccc(-c4c(C)noc4C)cc32)cc1OC,1300.0,nM,5.89
CHEMBL3940905,Cc1noc(C)c1-c1ccc2c(c1)C(O)(c1cccc3ccccc13)C(=O)N2,2500.0,nM,5.6
CHEMBL3960734,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C#Cc1ccccc1)C(=O)N2,2300.0,nM,5.64
CHEMBL3985788,Cc1ccsc1C1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,560.0,nM,6.25
CHEMBL3952038,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C1CCCCCC1)C(=O)N2,98.0,nM,7.01
CHEMBL3903530,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C1CCCCC1)C(=O)N2,77.0,nM,7.11
CHEMBL3963603,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C1CCOCC1)C(=O)N2,630.0,nM,6.2
CHEMBL3948739,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C1CCCC1)C(=O)N2,270.0,nM,6.57
CHEMBL3937762,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C1CCC1)C(=O)N2,510.0,nM,6.29
CHEMBL3967404,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C1CC1)C(=O)N2,850.0,nM,6.07
CHEMBL3950010,CCC1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,2300.0,nM,5.64
CHEMBL3975910,C#CC1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,1200.0,nM,5.92
CHEMBL3921301,CC#CC1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,220.0,nM,6.66
CHEMBL3964013,C=CCC1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,2500.0,nM,5.6
CHEMBL3928744,C=CCCC1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,430.0,nM,6.37
CHEMBL3959766,C=CCCCC1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,540.0,nM,6.27
CHEMBL3962688,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C(C)(C)C)C(=O)N2,3200.0,nM,5.5
CHEMBL3950503,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C(C)C)C(=O)N2,2800.0,nM,5.55
CHEMBL3970036,C=C(C)CC1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,3900.0,nM,5.41
CHEMBL3891645,Cc1noc(C)c1-c1ccc2c(c1)C(O)(CCCc1ccccc1)C(=O)N2,1600.0,nM,5.8
CHEMBL3929288,Cc1noc(C)c1-c1ccc2c(c1)C(O)(C1CCCCC1=O)C(=O)N2,70.0,nM,7.16
CHEMBL3897104,Cc1noc(C)c1-c1ccc2c(c1)C(Cl)(c1ccccc1)C(=O)N2,58.0,nM,7.24
CHEMBL3934033,Cc1noc(C)c1-c1ccc2c(c1)C(OCCO)(c1ccccc1)C(=O)N2,79.0,nM,7.1
CHEMBL3900949,Cc1noc(C)c1-c1ccc2c(c1)C(OCCO)(C1CCCCC1)C(=O)N2,82.0,nM,7.09
CHEMBL3942998,CC(=O)OC1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,150.0,nM,6.82
CHEMBL3972660,Cc1noc(C)c1-c1ccc2c(c1)C(NCCO)(c1ccccc1)C(=O)N2,70.0,nM,7.16
CHEMBL3955162,Cc1noc(C)c1-c1ccc2c(c1)C(N)(c1ccccc1)C(=O)N2,150.0,nM,6.82
CHEMBL3964316,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCCCC1)C(=O)N2,84.0,nM,7.08
CHEMBL3915337,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCC(O)CC1)C(=O)N2,36.0,nM,7.44
CHEMBL3920169,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCN(C)CC1)C(=O)N2,110.0,nM,6.96
CHEMBL3942255,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCOCC1)C(=O)N2,63.0,nM,7.2
CHEMBL3905439,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@@H](CO)c1ccccc1)(c1ccccc1)C(=O)N2,810.0,nM,6.09
CHEMBL4114992,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@H](CO)c1ccccc1)(c1ccccc1)C(=O)N2,510.0,nM,6.29
CHEMBL3957312,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@@H](C)CO)(c1ccccc1)C(=O)N2,860.0,nM,6.07
CHEMBL3910920,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@H](C)CO)(c1ccccc1)C(=O)N2,57.0,nM,7.24
CHEMBL3938299,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@@H](CO)C(C)C)(c1ccccc1)C(=O)N2,3600.0,nM,5.44
CHEMBL3922405,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@H](CO)C(C)C)(c1ccccc1)C(=O)N2,89.0,nM,7.05
CHEMBL3981214,Cc1noc(C)c1-c1ccc2c(c1)C(NC[C@@H](C)O)(c1ccccc1)C(=O)N2,710.0,nM,6.15
CHEMBL3912601,Cc1noc(C)c1-c1ccc2c(c1)C(NC[C@H](C)O)(c1ccccc1)C(=O)N2,610.0,nM,6.21
CHEMBL3931719,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCCC(O)C1)C(=O)N2,44.0,nM,7.36
CHEMBL3903717,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCC[C@H](O)C1)C(=O)N2,19.0,nM,7.72
CHEMBL3963251,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCC[C@@H](O)C1)C(=O)N2,40.0,nM,7.4
CHEMBL3926303,Cc1noc(C)c1-c1ccc2c(c1)C(NCCO)(C1CCCCC1)C(=O)N2,85.0,nM,7.07
CHEMBL3894784,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@@H](CO)C(C)C)(C1CCCCC1)C(=O)N2,170.0,nM,6.77
CHEMBL3987051,Cc1noc(C)c1-c1ccc2c(c1)C(NC[C@H](C)O)(C1CCCCC1)C(=O)N2,88.0,nM,7.06
CHEMBL3910409,Cc1noc(C)c1-c1ccc2c(c1)C(NC[C@@H](C)O)(C1CCCCC1)C(=O)N2,81.0,nM,7.09
CHEMBL3948288,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@@H](C)CO)(C1CCCCC1)C(=O)N2,160.0,nM,6.8
CHEMBL3975850,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@H](C)CO)(C1CCCCC1)C(=O)N2,75.0,nM,7.12
CHEMBL3923986,Cc1noc(C)c1-c1ccc2c(c1)C(NCCC(C)C)(C1CCCCC1)C(=O)N2,3700.0,nM,5.43
CHEMBL3896599,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCCC1)(N1CCN(C)CC1)C(=O)N2,110.0,nM,6.96
CHEMBL3924629,Cc1noc(C)c1-c1ccc2c(c1)C(NC(C)C)(C1CCCCC1)C(=O)N2,85.0,nM,7.07
CHEMBL3902075,Cc1noc(C)c1-c1ccc2c(c1)C(NCCN(C)C)(C1CCCCC1)C(=O)N2,140.0,nM,6.85
CHEMBL3933546,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCCC1)(N1CCOCC1)C(=O)N2,94.0,nM,7.03
CHEMBL4109349,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCCC1)(N1CCC[C@@H](O)C1)C(=O)N2,61.0,nM,7.21
CHEMBL3939051,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCCC1)(N1CCC(O)CC1)C(=O)N2,37.0,nM,7.43
CHEMBL3895414,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCCC1)(N1CCCC(O)C1)C(=O)N2,60.0,nM,7.22
CHEMBL3919918,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCCC1)(N1CC(O)C1)C(=O)N2,120.0,nM,6.92
CHEMBL3904347,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCC1)(N1CCOCC1)C(=O)N2,120.0,nM,6.92
CHEMBL3932341,Cc1noc(C)c1-c1ccc2c(c1)C(NCCO)(C1CCCC1)C(=O)N2,130.0,nM,6.89
CHEMBL3970624,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCC1)(N1CCN(C)CC1)C(=O)N2,180.0,nM,6.75
CHEMBL3941065,Cc1noc(C)c1-c1ccc2c(c1)C(N)(C1CCCCC1)C(=O)N2,93.0,nM,7.03
CHEMBL3926520,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCNCC1)C(=O)N2,120.0,nM,6.92
CHEMBL3898472,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCCC1)(N1CCNCC1)C(=O)N2,76.0,nM,7.12
CHEMBL3943949,Cc1noc(C)c1-c1ccc2c(c1)C(C1CCCC1)(N1CCNCC1)C(=O)N2,150.0,nM,6.82
CHEMBL3901559,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CC[C@@H](NC(=O)OC(C)(C)C)C1)C(=O)N2,440.0,nM,6.36
CHEMBL4114437,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CC[C@@H](N)C1)C(=O)N2,27.0,nM,7.57
CHEMBL4108183,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCC[C@@H](NC(=O)OC(C)(C)C)C1)C(=O)N2,510.0,nM,6.29
CHEMBL3905005,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCC[C@H](NC(=O)OC(C)(C)C)C1)C(=O)N2,1100.0,nM,5.96
CHEMBL4111751,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCC[C@@H](N)C1)C(=O)N2,26.0,nM,7.58
CHEMBL3895413,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCC[C@H](N)C1)C(=O)N2,11.0,nM,7.96
CHEMBL3955574,CCOC(=O)CN1CCN(C2(c3ccccc3)C(=O)Nc3ccc(-c4c(C)noc4C)cc32)CC1,54.0,nM,7.27
CHEMBL3984202,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCN(CCO)CC1)C(=O)N2,80.0,nM,7.1
CHEMBL3918920,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCN(CCCO)CC1)C(=O)N2,84.0,nM,7.08
CHEMBL3947556,COC(=O)[C@@H]1C[C@H](O)CN1C1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,460.0,nM,6.34
CHEMBL4108844,COC(=O)[C@@H]1C[C@@H](O)CN1C1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,850.0,nM,6.07
CHEMBL3952921,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1C[C@@H](O)C[C@H]1CO)C(=O)N2,1400.0,nM,5.85
CHEMBL4109396,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1C[C@H](O)C[C@@H]1CO)C(=O)N2,67.0,nM,7.17
CHEMBL3913437,COC(=O)[C@@H]1CCCN1C1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,190.0,nM,6.72
CHEMBL3941413,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCC[C@H]1CO)C(=O)N2,90.0,nM,7.05
CHEMBL3959342,COC(=O)[C@H]1CCCN1[C@@]1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,220.0,nM,6.66
CHEMBL3929232,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCC[C@@H]1CO)C(=O)N2,110.0,nM,6.96
CHEMBL3942681,COC(=O)[C@@H](Cc1cnc[nH]1)N[C@@]1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,260.0,nM,6.58
CHEMBL3904431,COC(=O)[C@H](Cc1cnc[nH]1)NC1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,90.0,nM,7.05
CHEMBL3928908,Cc1noc(C)c1-c1ccc2c(c1)C(N[C@H](CO)Cc1cnc[nH]1)(c1ccccc1)C(=O)N2,410.0,nM,6.39
CHEMBL3939853,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CC(O)C1)C(=O)N2,78.0,nM,7.11
CHEMBL3961817,Cc1noc(C)c1-c1ccc2c(c1)C(N)(c1ccc(F)cc1)C(=O)N2,97.0,nM,7.01
CHEMBL3985963,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)C(=O)N2,110.0,nM,6.96
CHEMBL3960704,Cc1noc(C)c1-c1ccc2c(c1)C(CCCO)(c1ccccc1)C(=O)N2,52.0,nM,7.28
CHEMBL3977804,CCOC(=O)CC1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,440.0,nM,6.36
CHEMBL3948612,Cc1noc(C)c1-c1ccc2c(c1)C(CC(=O)O)(c1ccccc1)C(=O)N2,6100.0,nM,5.21
CHEMBL3979795,Cc1noc(C)c1-c1ccc2c(c1)C(CCO)(c1ccccc1)C(=O)N2,120.0,nM,6.92
CHEMBL3976809,Cc1noc(C)c1-c1ccc2c(c1)C(CCCN1CCOCC1)(c1ccccc1)C(=O)N2,100.0,nM,7.0
CHEMBL3986374,Cc1noc(C)c1-c1ccc2c(c1)C(CCCN1CCN(C)CC1)(c1ccccc1)C(=O)N2,53.0,nM,7.28
CHEMBL3916616,Cc1noc(C)c1-c1ccc2c(c1)C(CCCN1CCNCC1)(c1ccccc1)C(=O)N2,51.0,nM,7.29
CHEMBL3901095,Cc1noc(C)c1-c1ccc2c(c1)C(CCCN1CCC(O)CC1)(c1ccccc1)C(=O)N2,120.0,nM,6.92
CHEMBL3925627,Cc1noc(C)c1-c1ccc2c(c1)C(CCCN(C)C)(c1ccccc1)C(=O)N2,140.0,nM,6.85
CHEMBL3895277,Cc1noc(C)c1-c1ccc2c(c1)C(O)(c1ccsc1)C(=O)N2,100.0,nM,7.0
CHEMBL3906828,CC(=O)CC1(O)C(=O)Nc2ccc(-c3c(C)noc3C)cc21,670.0,nM,6.17
CHEMBL3978169,Cc1noc(C)c1-c1ccc2c(c1)C(NCCO)(c1ccsc1)C(=O)N2,49.0,nM,7.31
CHEMBL3911202,Cc1noc(C)c1-c1ccc2c(c1)C(N)(c1ccsc1)C(=O)N2,400.0,nM,6.4
CHEMBL3979196,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccsc1)(N1CCC(O)CC1)C(=O)N2,25.0,nM,7.6
CHEMBL3933922,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccsc1)(N1CCC[C@@H](N)C1)C(=O)N2,30.0,nM,7.52
CHEMBL3908134,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccsc1)(N1CCCC(O)C1)C(=O)N2,24.0,nM,7.62
CHEMBL4114296,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccsc1)(N1CCC[C@@H](O)C1)C(=O)N2,25.0,nM,7.6
CHEMBL3969782,Cc1noc(C)c1-c1ccc2c(c1)[C@](c1ccsc1)(N1CCC[C@@H](O)C1)C(=O)N2,38.0,nM,7.42
CHEMBL3930999,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccsc1)(N1CCC[C@H](O)C1)C(=O)N2,19.0,nM,7.72
CHEMBL3958505,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccsc1)C(=O)N2,120.0,nM,6.92
CHEMBL3957448,COc1cc(-c2c(C)noc2C)cc2c1NC(=O)C2(O)c1ccccc1,450.0,nM,6.35
CHEMBL3965341,Cc1noc(C)c1-c1ccc2c(c1)C(NC(=O)CN(C)C)(c1ccccc1)C(=O)N2,320.0,nM,6.5
CHEMBL3983439,Cc1nnc2c(NC3CCN(C)CC3)cc(N(C)Cc3ccccc3)nn12,3.0,nM,8.52
CHEMBL3954805,Cc1nnc2c(NC3CCOCC3)cc(N(C)Cc3ccccc3)nn12,83.0,nM,7.08
CHEMBL3901764,Cc1nnc2c(N[C@H]3CCOC3)cc(N(C)Cc3ccccc3)nn12,67.0,nM,7.17
CHEMBL4109610,Cc1nnc2c(N[C@@H]3CCOC3)cc(N(C)Cc3ccccc3)nn12,25.0,nM,7.6
CHEMBL3961812,CNc1cc(N(C)Cc2ccccc2)nn2c(C)nnc12,83.0,nM,7.08
CHEMBL3892797,CNc1cc(N(C)Cc2ccc(F)cc2)nn2c(C)nnc12,74.0,nM,7.13
CHEMBL3960583,Cc1nnc2c(NC3CCN(C)CC3)cc(-c3cnn(C)c3Cc3ccccc3)nn12,10.0,nM,8.0
CHEMBL3985804,Cc1nnc2c(NC3CCN(C)CC3)cc(-c3ccnn3Cc3ccccc3)nn12,117.0,nM,6.93
CHEMBL3977798,Cc1nnc2c(NC3CCN(C)CC3)cc(-c3[nH]c4ccccc4c3Cc3ccccc3)nn12,3.0,nM,8.52
CHEMBL3965142,Cc1nnc2c(NC3CCN(C)CC3)cc(-c3c(Cc4ccccc4)c4ccccc4n3C)nn12,37.0,nM,7.43
CHEMBL3976671,Cc1nnc2c(NC3CCN(C)CC3)cc(-c3cc4ccccc4n3Cc3ccccc3)nn12,105.0,nM,6.98
CHEMBL3912279,COCCN1CCC(Nc2cc(-c3cnn(C)c3Oc3ccccc3)nn3c(C)nnc23)CC1,8.0,nM,8.1
CHEMBL3937670,Cc1nnc2c(NC3CCN(C)CC3)cc(-c3cnn(C)c3Oc3ccccc3)nn12,8.0,nM,8.1
CHEMBL3967321,COCCN1CCC(Nc2cc(-c3cn(C)nc3Cc3ccccc3)nn3c(C)nnc23)CC1,4.0,nM,8.4
CHEMBL3943040,Cc1nnc2c(NC3CCN(C)CC3)cc(-c3cn(C)nc3Cc3ccccc3)nn12,3.0,nM,8.52
CHEMBL3975797,CNc1cc(-c2cn(C)nc2Cc2ccccc2)nn2c(C)nnc12,38.0,nM,7.42
CHEMBL3952604,Cc1cc(-c2cn(C)nc2Cc2ccccc2)nn2c(C)nnc12,64.0,nM,7.19
CHEMBL3892298,Cc1nnc2c(Cl)cc(-c3cn(C)nc3Cc3ccccc3)nn12,51.0,nM,7.29
CHEMBL3961278,CSc1cc(-c2cn(C)nc2Cc2ccccc2)nn2c(C)nnc12,1996.0,nM,5.7
CHEMBL3951791,CNc1cc(-c2cnn(C)c2Oc2ccccc2)nn2c(C)nnc12,26.0,nM,7.58
CHEMBL3945205,CNc1cc(-c2cn(C)nc2Oc2ccccc2)nn2c(C)nnc12,29.0,nM,7.54
CHEMBL3966349,Cc1nnc2c(NC(C)C)cc(-c3cn(C(C)C)nc3Cc3ccccc3)nn12,711.0,nM,6.15
CHEMBL3901556,Cc1nnc2c(NC(C)C)cc(-c3cnn(C)c3Oc3ccccc3)nn12,140.0,nM,6.85
CHEMBL3974853,Cc1nnc2c(NC(C)C)cc(-c3cn(C)nc3Oc3ccccc3)nn12,31.0,nM,7.51
CHEMBL3903961,Cc1nnc2c(NC(C)C)cc(-c3cn(C)nc3Cc3ccccc3)nn12,105.0,nM,6.98
CHEMBL3900942,Cc1nnc2c(NC(C)C)cc(-c3cn(C)nc3Oc3ccccn3)nn12,43.0,nM,7.37
CHEMBL3975278,CNc1cc(-c2cn(C)nc2Oc2ccccn2)nn2c(C)nnc12,72.0,nM,7.14
CHEMBL3891963,CC(=O)N1CCC(Nc2cc(N(C)Cc3ccccc3)nn3c(C)nnc23)CC1,61.0,nM,7.21
CHEMBL3960956,CCN1CCC(Nc2cc(N(C)Cc3ccccc3)nn3c(C)nnc23)CC1,3.0,nM,8.52
CHEMBL3984289,COCCN1CCC(Nc2cc(N(C)Cc3ccccc3)nn3c(C)nnc23)CC1,3.0,nM,8.52
CHEMBL3952265,Cc1nnc2c(NC3CCN(C=O)CC3)cc(N(C)Cc3ccccc3)nn12,40.0,nM,7.4
CHEMBL3972262,Cc1nnc2c(NC3CCN(S(=O)(=O)CCCN(C)C)CC3)cc(N(C)Cc3ccccc3)nn12,37.0,nM,7.43
CHEMBL3946115,Cc1nnc2c(NC3CCN(S(=O)(=O)C4CCNC4)CC3)cc(N(C)Cc3ccccc3)nn12,33.0,nM,7.48
CHEMBL3908744,Cc1nnc2c(NC3CCN(S(=O)(=O)C4CCNCC4)CC3)cc(N(C)Cc3ccccc3)nn12,40.0,nM,7.4
CHEMBL3982196,Cc1nnc2c(NC3CCN(S(=O)(=O)CCN)CC3)cc(N(C)Cc3ccccc3)nn12,44.0,nM,7.36
CHEMBL3943936,Cc1nnc2c(NC3CCN(S(=O)(=O)C4CCN(C)CC4)CC3)cc(N(C)Cc3ccccc3)nn12,39.0,nM,7.41
CHEMBL3910811,COCCn1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2cnc(N3CCOCC3)cc21,32.0,nM,7.5
CHEMBL4109392,COC[C@@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2cnc(N3CCOCC3)cc21,333.0,nM,6.48
CHEMBL3916215,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2cnc(N3CCOCC3)cc21,33.0,nM,7.48
CHEMBL3919669,Cc1nnc2c(NC(C)C)nc(-c3nc4cnc(N5CCOCC5)cc4n3CCOC(C)C)cn12,43.0,nM,7.37
CHEMBL3891618,CCOCCn1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2cnc(N3CCOCC3)cc21,33.0,nM,7.48
CHEMBL3905339,CNc1nc(-c2nc3cnc(N4CCOCC4)cc3n2[C@@H](C)COC)cn2c(C)nnc12,51.0,nM,7.29
CHEMBL3947783,CNc1nc(-c2nc3cnc(N4CCOCC4)cc3n2C[C@@H]2CCCO2)cn2c(C)nnc12,55.0,nM,7.26
CHEMBL3924981,Cc1nnc2c(NC(C)C)nc(-c3nc4cnc(N5CCOCC5)cc4n3C[C@@H]3CCCO3)cn12,55.0,nM,7.26
CHEMBL3910909,CNc1nc(-c2nc3cnc(N4CCOCC4)cc3n2CC2CCCO2)cn2c(C)nnc12,65.0,nM,7.19
CHEMBL4113353,Cc1nnc2c(NC(C)C)nc(-c3nc4cnc(N5CCOCC5)cc4n3C[C@H]3CCCO3)cn12,54.0,nM,7.27
CHEMBL4109882,CNc1nc(-c2nc3cnc(N4CCOCC4)cc3n2[C@H](C)COC)cn2c(C)nnc12,549.0,nM,6.26
CHEMBL3967609,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2cnc(N3CCOC[C@@H]3C)cc21,51.0,nM,7.29
CHEMBL3896408,CNc1nc(-c2nc3cnc(N4CCOC[C@@H]4C)cc3n2[C@@H](C)COC)cn2c(C)nnc12,27.0,nM,7.57
CHEMBL3936655,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2ccc(C3CCOCC3)cc21,49.0,nM,7.31
CHEMBL3984068,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2ccc(C(C)C)cc21,123.0,nM,6.91
CHEMBL3949471,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2cc3c(cc21)N(C)C(=O)C3(C)C,22.0,nM,7.66
CHEMBL3952766,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2cc3c(cc21)N(C(C)C)C(=O)C3(C)C,18.0,nM,7.75
CHEMBL3944144,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2cnc(N)cc21,69.0,nM,7.16
CHEMBL3973624,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2ccc(N3CCOC[C@@H]3C)cc21,58.0,nM,7.24
CHEMBL3942916,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2ccc(N)cc21,157.0,nM,6.8
CHEMBL3969052,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2cc3c(cc21)N(C(C)C)S(=O)(=O)C3(C)C,17.0,nM,7.77
CHEMBL3930501,Cc1nnc2c(NC3CCN(C)CC3)nc(-c3nc4cnc(N5CCOCC5)cc4n3CCOC(C)C)cn12,35.0,nM,7.46
CHEMBL3958003,Cc1nnc2c(NC3CCN(S(C)(=O)=O)CC3)nc(-c3nc4cnc(N5CCOCC5)cc4n3CCOC(C)C)cn12,122.0,nM,6.91
CHEMBL3913759,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2ccc(C3CN(C)CCO3)cc21,63.0,nM,7.2
CHEMBL3945190,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(N)n2)nc2cnc(N3CCOCC3)cc21,123.0,nM,6.91
CHEMBL3956770,Cc1nnc2c(NC(C)C)nc(-c3nc4cnc(N5CCOC[C@@H]5C)cc4n3C(C)CC(F)(F)F)cn12,26.0,nM,7.58
CHEMBL3929216,COC[C@H](C)n1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2ccc(N3CCOCC3)nc21,69.0,nM,7.16
CHEMBL3938125,COCCn1c(-c2cn3c(C)nnc3c(NC(C)C)n2)nc2nc(N3CCOCC3)ccc21,49.0,nM,7.31
CHEMBL3949663,Cc1noc(C)c1-c1cc(S(=O)(=O)NC2CCCC2)c2nc(NCC3CC3)[nH]c2c1,200.6,nM,6.7
CHEMBL3937021,CSc1nc2c(S(=O)(=O)NC3CCCC3)cc(-c3c(C)noc3C)cc2[nH]1,336.6,nM,6.47
CHEMBL3921419,Cc1noc(C)c1-c1cc(S(=O)(=O)NC2CCCC2)c2nc([S+](C)[O-])[nH]c2c1,616.3,nM,6.21
CHEMBL3912626,Cc1cnn(C)c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)[nH]c12,137.9,nM,6.86
CHEMBL3926851,Cc1ccc2ncccc2c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)[nH]c12,87.1,nM,7.06
CHEMBL3899767,Cc1noc(C)c1-c1cc(-c2cccnc2-c2ccccc2)c2nc(C3CC3)[nH]c2c1,134.3,nM,6.87
CHEMBL3970919,CC/C=C(\CC)c1cc(-c2c(C)noc2C)cc2nc(C3CC3)[nH]c12,71.8,nM,7.14
CHEMBL3912665,Cc1noc(C)c1-c1cc(/C=C/c2ccccc2)c2[nH]c(C3CC3)nc2c1,2089.3,nM,5.68
CHEMBL3940657,Cc1noc(C)c1-c1cc(C(C)c2ccc(F)cc2)c2[nH]c(C3CC3)nc2c1,139.1,nM,6.86
CHEMBL3925164,Cc1noc(C)c1-c1cc(NC2CCCC2)c2nc(C3CC3)[nH]c2c1,299.0,nM,6.52
CHEMBL3949432,Cc1ccnc(C)c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)[nH]c12,109.2,nM,6.96
CHEMBL3969225,Cc1n[nH]c(C)c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)n(C)c12,100.7,nM,7.0
CHEMBL3898030,Cc1ccc2ncccc2c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)n(C)c12,97.1,nM,7.01
