molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value
CHEMBL5833809,Cc1nnc2c(NCCCCNC(=O)[C@@H](NC(=O)[C@@H](F)C(C)C)C(C)C)nc3cc(N4C[C@@H](C)O[C@@H](C)C4)ccc3n12,38.0,nM,7.42
CHEMBL5952006,Cc1nnc2c(NCCCCNC(=O)[C@@H](NC(=O)C(C)(C)C)C(C)C)nc3cc(N4C[C@@H](C)O[C@@H](C)C4)ccc3n12,49.0,nM,7.31
CHEMBL5848817,Cc1nnc2c(NCCCCNC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)nc3cc(N4C[C@@H](C)O[C@@H](C)C4)ccc3n12,24.0,nM,7.62
CHEMBL5994543,Cc1nnc2c(NCCCCNC(=O)CC(C)C)nc3cc(N4CCSCC4)ccc3n12,54.0,nM,7.27
CHEMBL5982108,Cc1nnc2c(NCCCCNC(=O)[C@H](O)C(C)C)nc3cc(N4CCOCC4)ccc3n12,69.0,nM,7.16
CHEMBL5777857,Cc1nnc2c(NCCCCNC(=O)CC(C)C)nc3cc(N4CCc5sccc5C4)ccc3n12,15.0,nM,7.82
CHEMBL5967077,Cc1nnc2c(NCCCCNC(=O)[C@@H](F)C(C)C)nc3cc(N4CCc5sccc5C4)ccc3n12,31.0,nM,7.51
CHEMBL5972277,COC(=O)c1ccc2nc(NCCCCNC(=O)OC(C)(C)C)c3nnc(C)n3c2c1,34.0,nM,7.47
CHEMBL5762521,Cc1nnc2c(NCCCCNC(=O)OC(C)(C)C)nc3ccc(C(=O)NC(C)C)cc3n12,75.0,nM,7.12
CHEMBL5755452,Cc1nnc2c(NCCCCNC(=O)OC(C)(C)C)nc3ccc(C(N)=O)cc3n12,67.0,nM,7.17
CHEMBL5804428,Cc1nnc2c(NCCCCNC(=O)c3ccccc3)nc3ccc(C(=O)NCCN(C)C)cc3n12,93.0,nM,7.03
CHEMBL5778048,Cc1nnc2c(NCCCCNC(=O)OC(C)(C)C)nc3ccc(C(=O)Nc4ccccc4)cc3n12,69.0,nM,7.16
CHEMBL5940939,Cc1nnc2c(NCCCCNC(=O)OC(C)(C)C)nc3ccc([N+](=O)[O-])cc3n12,37.0,nM,7.43
CHEMBL5856139,Cc1nnc2c(NCCCCNC(=O)OC(C)(C)C)nc3ccc(N)cc3n12,61.0,nM,7.21
CHEMBL5916165,Cc1nnc2c(NCCCCNC(=O)C(C)(C)C)nc3ccc(NCC(C)C)cc3n12,65.0,nM,7.19
CHEMBL5774888,CC(=O)Nc1ccc2nc(NCCCCNC(=O)OC(C)(C)C)c3nnc(C)n3c2c1,31.0,nM,7.51
CHEMBL5992013,CC(=O)Nc1ccc2nc(NCCCCNC(=O)C(C)(C)C)c3nnc(C)n3c2c1,49.0,nM,7.31
CHEMBL5968388,CC(=O)Nc1ccc2nc(NCCCCNC(=O)c3ccccc3)c3nnc(C)n3c2c1,45.0,nM,7.35
CHEMBL5812821,Cc1nnc2c(NCCCCNC(=O)c3ccccc3)nc3ccc(NC(=O)C(C)C)cc3n12,56.0,nM,7.25
CHEMBL6026864,Cc1nnc2c(NCCCCNC(=O)CC(C)C)nc3ccc(N)cc3n12,12.0,nM,7.92
CHEMBL5805755,CCCNc1ccc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2c1,21.0,nM,7.68
CHEMBL5951341,Cc1nnc2c(NCCCCNC(=O)CC(C)C)nc3ccc(NCCCN)cc3n12,24.0,nM,7.62
CHEMBL5824890,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2cc1[N+](=O)[O-],65.0,nM,7.19
CHEMBL5913909,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2cc1N,31.0,nM,7.51
CHEMBL5915301,CNc1cc2c(cc1OC)nc(NCCCCNC(=O)CC(C)C)c1nnc(C)n12,13.0,nM,7.89
CHEMBL5780409,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2cc1NN,57.0,nM,7.24
CHEMBL5961625,CCCNc1cc2c(cc1OC)nc(NCCCCNC(=O)CC(C)C)c1nnc(C)n12,7.0,nM,8.15
CHEMBL5744343,C#CCNc1cc2c(cc1OC)nc(NCCCCNC(=O)CC(C)C)c1nnc(C)n12,37.0,nM,7.43
CHEMBL5900348,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2cc1NC(=O)CC(C)C,32.0,nM,7.5
CHEMBL5840010,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2cc1NC(=O)CC(C)(C)C,37.0,nM,7.43
CHEMBL5770775,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2cc1NC(=O)Cc1ccccc1,9.0,nM,8.05
CHEMBL6065138,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2cc1NS(=O)(=O)CC(C)C,13.0,nM,7.89
CHEMBL5801813,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2cc1NC(=O)Nc1ccccc1,28.0,nM,7.55
CHEMBL5830539,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2cc1NC(=O)NC(C)C,11.0,nM,7.96
CHEMBL5926038,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C)n3c2cc1F,40.0,nM,7.4
CHEMBL6039834,COc1cc2c(cc1F)nc(NCCCCNC(=O)CC(C)C)c1nnc(C)n12,51.0,nM,7.29
CHEMBL5855940,COc1cc2c(cc1OCCN1CCOCC1)nc(NCCCCNC(=O)CC(C)C)c1nnc(C)n12,52.0,nM,7.28
CHEMBL6054765,Cc1noc(C)c1-c1ccc2nc(NCCCCNC(=O)OC(C)(C)C)c3nnc(C)n3c2c1,30.0,nM,7.52
CHEMBL5842899,Cc1noc(C)c1-c1ccc2nc(NCCCCN)c3nnc(C)n3c2c1,5.0,nM,8.3
CHEMBL5970477,Cc1noc(C)c1-c1ccc2nc(NCCCCNC(=O)[C@H](O)C(C)C)c3nnc(C)n3c2c1,24.0,nM,7.62
CHEMBL5937811,Cc1noc(C)c1-c1ccc2nc(NCCCCNC(=O)[C@@H](O)C(C)C)c3nnc(C)n3c2c1,10.0,nM,8.0
CHEMBL6015157,Cc1noc(C)c1-c1ccc2c(c1)nc(NCCCCNC(=O)OC(C)(C)C)c1nnc(C)n12,5.0,nM,8.3
CHEMBL5812621,Cc1noc(C)c1-c1ccc2c(c1)nc(NCCCCNC(=O)CC(C)C)c1nnc(C)n12,5.0,nM,8.3
CHEMBL5802536,Cc1noc(C)c1-c1ccc2c(c1)nc(NCCCCNC(=O)[C@H](O)C(C)C)c1nnc(C)n12,24.0,nM,7.62
CHEMBL5771435,Cc1noc(C)c1-c1ccc2c(c1)nc(NCCCCNC(=O)[C@@H](O)C(C)C)c1nnc(C)n12,7.0,nM,8.15
CHEMBL5781251,COc1ccc2c(c1)nc(NCCCCNC(=O)OC(C)C)c1nnc(C(F)(F)F)n12,46.0,nM,7.34
CHEMBL5787893,COc1ccc2c(c1)nc(NCCCCNC(=O)CC(C)C)c1nnc(C(F)(F)F)n12,29.0,nM,7.54
CHEMBL5822220,CCC(C)CC(=O)NCCCCNc1nc2cc(OC)ccc2n2c(C(F)(F)F)nnc12,28.0,nM,7.55
CHEMBL5975582,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C(F)(F)F)n3c2cc1OC,92.0,nM,7.04
CHEMBL5935927,CCc1nnc2c(NCCCCNC(=O)OC(C)(C)C)nc3cc(OC)c(OC)cc3n12,76.0,nM,7.12
CHEMBL5789136,CCc1nnc2c(NCCCCNC(=O)OC(C)C)nc3cc(OC)c(OC)cc3n12,19.0,nM,7.72
CHEMBL6028219,CCc1nnc2c(NCCCCNC(=O)OCC(C)C)nc3cc(OC)c(OC)cc3n12,18.0,nM,7.75
CHEMBL5897722,COc1cc2nc(NCCCCNC(=O)OC(C)C)c3nnc(C(C)C)n3c2cc1OC,56.0,nM,7.25
CHEMBL5828009,COc1cc2nc(NCCCCNC(=O)OCC(C)C)c3nnc(C(C)C)n3c2cc1OC,58.0,nM,7.24
CHEMBL5870359,COc1cc2nc(NCCCCNC(=O)CC(C)C)c3nnc(C(C)C)n3c2cc1OC,34.0,nM,7.47
CHEMBL5987852,CCc1nnc2c(NCCCCNC(=O)OC(C)(C)C)nc3cc(OC)ccc3n12,16.0,nM,7.8
CHEMBL6013967,CCc1nnc2c(NCCCCNC(=O)OC(C)C)nc3cc(OC)ccc3n12,20.0,nM,7.7
CHEMBL6061294,CCc1nnc2c(NCCCCNC(=O)OCC(C)C)nc3cc(OC)ccc3n12,16.0,nM,7.8
CHEMBL6019375,COc1ccc2c(c1)nc(NCCCCNC(=O)OC(C)C)c1nnc(C(C)C)n12,23.0,nM,7.64
CHEMBL5940012,COc1ccc2c(c1)nc(NCCCCNC(=O)OCC(C)C)c1nnc(C(C)C)n12,16.0,nM,7.8
CHEMBL5915656,Cc1nnc2c(NCCCCOC(=O)C(C)(C)C)nc3ccccc3n12,47.0,nM,7.33
CHEMBL5918456,Cc1nnc2c(NCCCCOC(=O)C(C)C)nc3ccccc3n12,44.0,nM,7.36
CHEMBL5988044,Cc1nnc2c(NCCCCOC(=O)CC(C)(C)C)nc3ccccc3n12,24.0,nM,7.62
CHEMBL5967597,Cc1nnc2c(NCCCCOC(=O)c3ccccc3)nc3ccccc3n12,91.0,nM,7.04
CHEMBL5895099,CCCC(CNC(=O)OC(C)(C)C)Nc1nc2ccccc2n2c(C)nnc12,58.0,nM,7.24
CHEMBL5788972,COc1cc2nc(NCCCCCNC(=O)OC(C)(C)C)c3nnc(C)n3c2cc1OC,56.0,nM,7.25
CHEMBL5759189,COc1cc2nc(NCCCCC(=O)NC(C)C)c3nnc(C)n3c2cc1OC,29.0,nM,7.54
CHEMBL5958103,COc1cc2nc(NCCCCC(=O)NCC(C)C)c3nnc(C)n3c2cc1OC,27.0,nM,7.57
CHEMBL6050179,CCC(C)CNC(=O)CCCCNc1nc2cc(OC)c(OC)cc2n2c(C)nnc12,23.0,nM,7.64
CHEMBL5896496,COc1cc2nc(NCCCCC(=O)NCc3ccco3)c3nnc(C)n3c2cc1OC,18.0,nM,7.75
CHEMBL5867441,COc1cc2nc(NCCCCC(=O)NCc3ccccc3)c3nnc(C)n3c2cc1OC,23.0,nM,7.64
CHEMBL6028970,COc1cc2nc(NCCCCC(=O)NCc3ccc[nH]3)c3nnc(C)n3c2cc1OC,27.0,nM,7.57
CHEMBL6001486,COc1ccc2c(c1)nc(NCCCCC(=O)NC(C)(C)C)c1nnc(C)n12,16.0,nM,7.8
CHEMBL6040574,COc1ccc2c(c1)nc(NCCCCC(=O)NC(C)C)c1nnc(C)n12,11.0,nM,7.96
CHEMBL6061739,COc1ccc2c(c1)nc(NCCCCC(=O)NCC(C)C)c1nnc(C)n12,11.0,nM,7.96
CHEMBL5814650,CCC(C)CNC(=O)CCCCNc1nc2cc(OC)ccc2n2c(C)nnc12,12.0,nM,7.92
CHEMBL5836650,COc1ccc2c(c1)nc(NCCCCC(=O)NCc1ccco1)c1nnc(C)n12,16.0,nM,7.8
CHEMBL5926996,COc1ccc2c(c1)nc(NCCCCC(=O)NCc1ccccc1)c1nnc(C)n12,26.0,nM,7.58
CHEMBL6049410,Cc1nnc2c(NCCCCC(=O)NC(C)C)nc3ccccc3n12,75.0,nM,7.12
CHEMBL5845267,Cc1nnc2c(NCCCCC(=O)NCC(C)C)nc3ccccc3n12,36.0,nM,7.44
CHEMBL6032183,Cc1nnc2c(NCCCCCC(=O)NC(C)C)nc3ccccc3n12,78.0,nM,7.11
CHEMBL5934115,Cc1nnc2c(NCCCCCC(=O)NCC(C)C)nc3ccccc3n12,39.0,nM,7.41
CHEMBL3973914,CNc1nc(-c2nc3cnc(N4CCN(C)CC4)cc3n2Cc2cccnc2)cn2c(C)nnc12,12.0,nM,7.92
CHEMBL6045124,Cc1ccc(-n2c(C)nnc2-c2ccc3c(c2)C(C2CC2)C(C)C(=O)N3C)cc1,5.9,nM,8.23
CHEMBL5976164,Cc1ccc(-n2cnnc2-c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3)cc1,9.7,nM,8.01
CHEMBL5946211,Cc1ccc(-n2nnnc2-c2ccc3c(c2)C(C2CC2)C(C)C(=O)N3C)cc1,15.4,nM,7.81
CHEMBL6046855,C[C@@H]1C(=O)N(C)c2ccc(-c3nc(C(=O)N4CCCN(C)CC4)nn3-c3ccccc3)cc2N1C1CCCC1,9.8,nM,8.01
CHEMBL5753389,Cc1cc(-n2nc(C(=O)N3CCN(C)CC3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)ccc1Cl,7.4,nM,8.13
CHEMBL5995359,Cc1ccc(-n2nc(C(=O)N3CCN(C)CC3)cc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,5.1,nM,8.29
CHEMBL5961130,Cc1ccc(-n2nc(C(=O)N3C[C@@H](C)N[C@@H](C)C3)cc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,4.9,nM,8.31
CHEMBL5837394,Cc1ccc(-n2nc(C(=O)N3C4CCC3CN(C)C4)cc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,6.7,nM,8.17
CHEMBL5852451,Cc1ccc(-n2nc(C(=O)N3CC4CCC(C3)N4C)cc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,7.7,nM,8.11
CHEMBL5883004,Cc1ccc(-n2nc(C(=O)N3CCN(C)CC3)nc2-c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)c(C)c1,13.9,nM,7.86
CHEMBL6006093,CCN1CCN(C(=O)c2nc(-c3ccc4c(c3)N(C3CC3)C(C)C(=O)N4C)n(-c3ccc(C)cc3C)n2)CC1,14.5,nM,7.84
CHEMBL5985420,Cc1ccc(-n2nc(C(=O)N3C[C@@H](C)N[C@@H](C)C3)nc2-c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,18.5,nM,7.73
CHEMBL5939573,Cc1ccc(-n2nc(C(=O)N3C[C@@H](C)N[C@@H](C)C3)nc2-c2ccc3c(c2)N(C(C)C)C(C)C(=O)N3C)cc1,15.1,nM,7.82
CHEMBL5802217,Cc1ccc(-n2nc(C(=O)N3C[C@@H](C)N[C@@H](C)C3)nc2-c2ccc3c(c2)N(C2CCOCC2)C(C)C(=O)N3C)cc1,13.6,nM,7.87
CHEMBL5836696,Cc1ccc(-n2nc(C(=O)N3C[C@@H](C)N[C@@H](C)C3)nc2-c2ccc3c(c2)N(C2CCC(F)(F)CC2)C(C)C(=O)N3C)cc1,10.3,nM,7.99
CHEMBL5853022,Cc1ccc(-n2nc(C(=O)N3C[C@@H](C)N[C@@H](C)C3)nc2-c2ccc3c(c2)N(C2COC2)C(C)C(=O)N3C)cc1,16.0,nM,7.8
CHEMBL5849616,Cc1ccc(-n2nc(C(=O)N3C[C@@H](C)N[C@@H](C)C3)nc2-c2ccc3c(c2)N(C2CC(F)(F)C2)C(C)C(=O)N3C)cc1,20.1,nM,7.7
CHEMBL6020610,Cc1ccc(-n2nc(CN3C[C@@H](C)N[C@@H](C)C3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,6.7,nM,8.17
CHEMBL6039218,CNC(=O)N1CCn2c(C3CC3)nc(-c3ccnc4cc(-c5cnn(C)c5)c(OC(F)(F)F)cc34)c2C1,8900.0,nM,5.05
CHEMBL6012617,Cn1cc(-c2nn(C)c3ccc(-c4nc(C5CCOC5)n5c4CN(C(=O)CF)CC5)cc23)cn1,15440.0,nM,4.81
CHEMBL5978043,COC(=O)N1CCn2c(C3CCOC3)nc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2C1,13903.0,nM,4.86
CHEMBL5802349,CNC(=O)N1CCn2c(C3CCOC3)nc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2C1,8210.0,nM,5.09
CHEMBL5933143,CNC(=O)N1CCn2c(C3CCS(=O)(=O)CC3)nc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2C1,21939.0,nM,4.66
CHEMBL5935353,CNC(=O)c1ccc(-c2cc3cccc(-c4nc(C5CC5)n5c4CN(C(=O)NC)CC5)c3cn2)cn1,5093.0,nM,5.29
CHEMBL5952553,CNC(=O)N1CCn2c(C3CC(F)(F)C3)nc(-c3cccc4nc(-c5cnn(C)c5)c(C(F)(F)F)cc34)c2C1,25000.0,nM,4.6
CHEMBL5795199,CNC(=O)N1CCn2c(C3CC3)nc(-c3c(F)ccc4cc(-c5cnc(C)s5)ncc34)c2C1,7060.0,nM,5.15
CHEMBL5959885,CNC(=O)N1CCn2c(C3CC3)nc(-c3cccc4cc(-c5cnc(C)s5)ncc34)c2C1,3852.0,nM,5.41
CHEMBL6063181,CNC(=O)N1CCn2c(C3CC3)nc(-c3cccc4nc(N5CCOCC5)c(C#N)cc34)c2C1,9106.0,nM,5.04
CHEMBL6052447,CC(=O)N1CCn2c(C3CC3)nc(-c3ccc4c(c(-c5cnn(C)c5)nn4C)c3F)c2C1,15927.0,nM,4.8
CHEMBL5829529,CC(=O)N1CCn2c(C3CC3)nc(-c3cc4c(-c5cnn(C)c5)nn(C)c4cc3F)c2C1,18642.0,nM,4.73
CHEMBL5912072,CNC(=O)c1nc(-c2ccc3c(c2)c(-c2cnn(C)c2)nn3C)c2n1CCN(C(C)=O)C2,7466.0,nM,5.13
CHEMBL5939612,CNC(=O)N1CCn2c(C3CC3)nc(-c3cccc4nc(-c5cnn(C)c5)c(C(F)F)cc34)c2C1,17305.0,nM,4.76
CHEMBL5938588,CNC(=O)N1CCn2c(C3CC3)nc(-c3ccnc4nc(-c5cnn(C)c5)c(C(F)F)cc34)c2C1,9713.0,nM,5.01
CHEMBL5818822,CNC(=O)N1CCn2c(C3CC3)nc(-c3cccc4nc(-c5cnn(C)c5)ncc34)c2C1,14320.0,nM,4.84
CHEMBL5930848,CNC(=O)N1CCn2c(C3CC3)nc(-c3c[nH]c4cc(-c5cnn(C)c5)ncc34)c2C1,19824.0,nM,4.7
CHEMBL5953776,CNC(=O)N1CCn2c(C3CC3)nc(-c3csc4cc(-c5cnn(C)c5)ncc34)c2C1,14840.0,nM,4.83
CHEMBL6054323,CNC(=O)N1CCn2c(C3CC3)nc(-c3cncc4cc(-c5cnn(C)c5)c(C(F)F)cc34)c2C1,4779.0,nM,5.32
CHEMBL5937428,CC(=O)N1CCn2c(C3CC3)nc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2C1,12148.0,nM,4.92
CHEMBL5945075,CC(=O)N1CCn2c(C3CC3)nc(-c3ccc4c(-c5cnn(C)c5)nn(C)c4c3)c2C1,6294.0,nM,5.2
CHEMBL5776813,CNC(=O)c1ccc(-c2cc3cccc(-c4nc(C5CCOCC5)n5c4CN(C(=O)NC)CC5)c3cn2)cn1,5967.0,nM,5.22
CHEMBL5964423,CNC(=O)N1CCn2c(C3CCC(F)(F)CC3)nc(-c3cccc4nc(-c5cnn(C)c5)c(C(F)F)cc34)c2C1,18997.0,nM,4.72
CHEMBL5844146,CNC(=O)N1CCn2c(C3CC3(F)F)nc(-c3cccc4nc(-c5cnn(C)c5)c(C(F)F)cc34)c2C1,15810.0,nM,4.8
CHEMBL5966833,CNC(=O)N1CCn2c(C3CCC(F)(F)C3)nc(-c3cccc4nc(-c5cnn(C)c5)c(C(F)F)cc34)c2C1,13867.0,nM,4.86
CHEMBL5812121,CNC(=O)N1CCn2c(C3CC3)nc(-c3cccc4nc(-c5cnn(C)c5)c(C(F)(F)F)cc34)c2C1,13494.0,nM,4.87
CHEMBL5987002,CNC(=O)N1CCn2c(C3CCOCC3)nc(-c3cccc4cc(N5CCOCC5)ncc34)c2C1,23575.0,nM,4.63
CHEMBL6009571,CNC(=O)N1CCn2c(C3CCOCC3)nc(-c3cccc4nc(-c5cnn(C)c5)c(C#N)cc34)c2C1,22766.0,nM,4.64
CHEMBL5845741,CNC(=O)N1CCn2c(C3CCOCC3)nc(-c3cccc4nc(-c5cnn(C)c5)c(C(F)(F)F)cc34)c2C1,13732.0,nM,4.86
CHEMBL5767953,CNC(=O)N1CCn2c(C3CC3)nc(-c3cccc4cc(-c5cn(C)nc5C)ncc34)c2C1,10129.0,nM,4.99
CHEMBL6054597,CNC(=O)N1CCn2c(C3CCOCC3)nc(-c3cccc4cc(-c5cn(C)nc5C)ncc34)c2C1,12289.0,nM,4.91
CHEMBL6022175,CNC(=O)N1CCn2c(C3CC(F)(F)C3)nc(-c3cccc4cc(-c5cn(C)nc5C)ncc34)c2C1,13379.0,nM,4.87
CHEMBL6040131,CNC(=O)N1CCn2c(C3CC3)nc(-c3c(F)ccc4cc(-c5cn(C)nc5C)ncc34)c2C1,17139.0,nM,4.77
CHEMBL5752908,CNC(=O)N1CCn2c(C3CCC(F)(F)CC3)nc(-c3cccc4cc(-c5cn(C)nc5C)ncc34)c2C1,11884.0,nM,4.92
CHEMBL5792372,CNC(=O)N1CCn2c(C3CCC(F)(F)CC3)nc(-c3cccc4nc(-c5cnn(C)c5)c(C(F)(F)F)cc34)c2C1,13471.0,nM,4.87
CHEMBL5958655,CNC(=O)N1CCn2c(C3CC(F)(F)C3)nc(-c3cccc4cc(-c5ccn(C)n5)ncc34)c2C1,14775.0,nM,4.83
CHEMBL5975402,CNC(=O)N1CCn2c(C3CCC(F)(F)CC3)nc(-c3cccc4cc(-c5ccn(C)n5)ncc34)c2C1,11947.0,nM,4.92
CHEMBL5754075,CNC(=O)N1CCn2c(C3CCC(F)(F)CC3)nc(-c3c(F)ccc4cc(-c5cn(C)nc5C)ncc34)c2C1,10494.0,nM,4.98
CHEMBL6021288,CNC(=O)N1CCn2c(C3CCC(F)(F)CC3)nc(-c3cccc4nc(-c5cnn(C)c5)c(C#N)cc34)c2C1,17862.0,nM,4.75
CHEMBL6033832,CNC(=O)N1CCn2c(C3CCOCC3)nc(-c3c(F)ccc4cc(C5CCOCC5)ncc34)c2C1,19390.0,nM,4.71
CHEMBL6030691,CNC(=O)N1CCn2c(C3CCC(F)(F)CC3)nc(-c3cccc4cc(C5CCOCC5)ncc34)c2C1,12111.0,nM,4.92
CHEMBL5988703,CNC(=O)N1CCn2c(C3CC(F)(F)C3)nc(-c3cccc4cc(C5CCOCC5)ncc34)c2C1,18130.0,nM,4.74
CHEMBL5878101,CNC(=O)N1CCn2c(C3CCOCC3)nc(-c3cccc4cc(-c5cnn(C)c5)ncc34)c2C1,11188.0,nM,4.95
CHEMBL6056147,CNC(=O)N1CCn2c(C3CC3)nc(-c3cccc4cc(-c5cnn(C)c5)ncc34)c2C1,8490.0,nM,5.07
CHEMBL5769910,CNC(=O)N1CCn2c(C3CCC(F)(F)CC3)nc(-c3c(F)ccc4cc(-c5cnn(C)c5)ncc34)c2C1,11322.0,nM,4.95
CHEMBL5797417,CNC(=O)N1CCn2c(C3CCOCC3)nc(-c3c(F)ccc4cc(-c5cnc(C)s5)ncc34)c2C1,6840.0,nM,5.17
CHEMBL6062936,CNC(=O)N1CCn2c(C3CCC(F)(F)CC3)nc(-c3c(F)ccc4cc(C5CCOCC5)ncc34)c2C1,10171.0,nM,4.99
CHEMBL5770852,CNC(=O)N1CCn2c(C3CC(F)(F)C3)nc(-c3c(F)ccc4cc(C5CCOCC5)ncc34)c2C1,22422.0,nM,4.65
CHEMBL5752997,CNC(=O)N1CCn2c(C3CC(F)(F)C3)nc(-c3c(F)ccc4cc(-c5cnc(C)s5)ncc34)c2C1,5539.0,nM,5.26
CHEMBL5757873,CNC(=O)N1CCn2c(C3CCC(F)(F)CC3)nc(-c3c(F)ccc4cc(-c5cnc(C)s5)ncc34)c2C1,3323.0,nM,5.48
CHEMBL5750361,CNC(=O)N1CCn2c(C3CC3)nc(-c3cccc4nc(-c5cn(C)nc5C)c(C#N)cc34)c2C1,9579.0,nM,5.02
CHEMBL6063062,CNC(=O)c1ccc(-c2nc3cccc(-c4nc(C5CC5)n5c4CN(C(=O)NC)CC5)c3cc2C#N)cn1,8707.0,nM,5.06
CHEMBL5789122,CNC(=O)N1CCn2c(C3CC3)nc(-c3c(F)ccc4nc(-c5cnc(C)s5)c(C#N)cc34)c2C1,7949.0,nM,5.1
CHEMBL5823158,CNC(=O)N1CCn2c(C3CC3)nc(-c3cccc4nc(-c5cn(C)nc5C)c(C(F)(F)F)cc34)c2C1,24678.0,nM,4.61
CHEMBL5947783,CC(=O)N1CCn2c(C3CCOCC3)nc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2C1,3734.0,nM,5.43
CHEMBL5924317,CNC(=O)N1CCn2c(C3CC3)nc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2C1,7529.0,nM,5.12
CHEMBL5857882,CC(=O)N1CCn2c(C3CC3)nc(N3CCCc4cc(-c5cnn(C6CC6)c5)ccc43)c2C1,14329.0,nM,4.84
CHEMBL5964367,CC(=O)N1CCn2c(C3CC3)nc(N3CCCc4cc(-c5cnn(C6CCOCC6)c5)ccc43)c2C1,13786.0,nM,4.86
CHEMBL5758240,CC(=O)N1CCn2c(C3CC3)nc(N3CCCc4cc(-c5cnn(C(F)F)c5)ccc43)c2C1,11187.0,nM,4.95
CHEMBL5796569,CC(=O)N1CCn2c(C3CC3)nc(N3CCCc4cc(-c5c(C)noc5C)ccc43)c2C1,10288.0,nM,4.99
CHEMBL6036657,CC(=O)N1CCn2c(C3CC3)nc(N3CCCc4cc(-c5ccnc(N6CCOCC6)c5)ccc43)c2C1,20984.0,nM,4.68
CHEMBL6038303,CC(=O)N1CCn2c(C3CC3)nc(N3CCCc4cc(-c5ccc(=O)[nH]c5)ccc43)c2C1,3459.0,nM,5.46
CHEMBL6045221,CNC(=O)N1Cc2c(-c3cccc4cc(-c5cnn(C)c5)ncc34)nc(C3CC3)n2C(C)C1,17129.0,nM,4.77
CHEMBL6014292,Cc1cc2c(ccc3nnc(C)n32)n1C(C)c1ccccc1,550.0,nM,6.26
CHEMBL5925137,CC(=N)n1c(=N)ccc2c1nc(C)n2Cc1ccccc1,550.0,nM,6.26
CHEMBL6033072,Cc1nnc2ccc3c(cc(C(=O)NCc4ccccc4)n3Cc3ccccc3)n12,550.0,nM,6.26
CHEMBL5795641,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(S(=O)(=O)N2CCC[C@@H]2CN2CCOCC2)cc1,93.0,nM,7.03
CHEMBL5766542,C=CS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cc(NC)c(=O)n(C)c2)c1,24.0,nM,7.62
CHEMBL5746324,C=CC(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cc(NC)c(=O)n(C)c2)c1,188.0,nM,6.73
CHEMBL5747709,C#CC(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cc(NC)c(=O)n(C)c2)c1,52.0,nM,7.28
CHEMBL5809729,C=CS(=O)(=O)Nc1ccc(Oc2ccc(C)cc2)c(-c2cc(NC)c(=O)n(C)c2)c1,22.0,nM,7.66
CHEMBL5911208,C=CC(=O)Nc1ccc(Oc2ccc(OC)cc2)c(-c2cc(NC)c(=O)n(C)c2)c1,142.0,nM,6.85
CHEMBL5982939,C=CC(=O)Nc1ccc(Oc2ccc(C)cc2)c(-c2cc(NC)c(=O)n(C)c2)c1,120.0,nM,6.92
CHEMBL5800495,C=CS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2)c(-c2cc(NC)c(=O)n(C)c2)c1,24.0,nM,7.62
