zinc_id,smiles,predicted_pIC50,max_train_similarity,in_domain,rank
5012908,Cc1cccc(N2C(=O)N(c3ccc(Cl)c(Cl)c3)[C@H]3CS(=O)(=O)C[C@H]32)c1,8.463502883911133,0.2753623188405797,False,64
1119508,Cc1cccc(N2C(=O)N(c3ccc(Cl)c(Cl)c3)[C@H]3CS(=O)(=O)C[C@@H]32)c1,8.463502883911133,0.2753623188405797,False,65
5012911,Cc1cccc(N2C(=O)N(c3ccc(Cl)c(Cl)c3)[C@@H]3CS(=O)(=O)C[C@H]32)c1,8.463502883911133,0.2753623188405797,False,66
100242594,CC1(C)[C@H]2[C@@H]([C@@]3(c4ccccc4)O[C@@]2(c2ccccc2)c2ccccc23)S1(=O)=O,8.461335182189941,0.23333333333333334,False,67
100242584,CC1(C)[C@@H]2[C@H]([C@@]3(c4ccccc4)O[C@@]2(c2ccccc2)c2ccccc23)S1(=O)=O,8.461335182189941,0.23333333333333334,False,68
15063783,Cc1c[nH]c(CN(C)Cc2cnc(S(=O)(=O)CC3CC3)n2CC2CCCCC2)n1,8.459905624389648,0.25,False,69
2386276384,Cn1ncc2ncc(C(=O)N[C@@H]3CC34CCN(Cc3cc(F)ccc3F)CC4)cc21,8.455329895019531,0.23008849557522124,False,70
2384418508,Cn1ncc2ncc(C(=O)N[C@H]3CC34CCN(Cc3cc(F)ccc3F)CC4)cc21,8.455329895019531,0.23008849557522124,False,71
1857682412,COc1ccc(-c2nccn2C23C[C@H]4C[C@@H](CC(n5nnc(C)n5)(C4)C2)C3)cc1O,8.455076217651367,0.2247191011235955,False,72
952984112,CC(C)C(=O)Nc1cccc(C(=O)NC23C[C@@H]4C[C@H](C2)CC(n2cncn2)(C4)C3)c1,8.444844245910645,0.25842696629213485,False,73
952987408,Cc1cc(NC(=O)C23C[C@@H]4C[C@H](C2)CC(n2cncn2)(C4)C3)cc2sc(N)nc12,8.438117980957031,0.1619047619047619,False,74
827677019,Cc1c(NC(=O)C23C[C@@H]4C[C@H](C2)CC(n2cncn2)(C4)C3)cccc1-c1nncn1C,8.436201095581055,0.19047619047619047,False,75
2100539675,COCc1n[nH]c(NC(=O)c2c[nH]nc2C2CCCCC2)c1-c1ccc(OC)cc1,8.421671867370605,0.23711340206185566,False,76
4168068,COc1cccc(N2C(=S)N(c3ccc(Cl)cc3)[C@H]3CS(=O)(=O)C[C@H]32)c1,8.419839859008789,0.3492063492063492,False,77
1128150,COc1cccc(N2C(=S)N(c3ccc(Cl)cc3)[C@@H]3CS(=O)(=O)C[C@@H]32)c1,8.419839859008789,0.3492063492063492,False,78
1128153,COc1cccc(N2C(=S)N(c3ccc(Cl)cc3)[C@H]3CS(=O)(=O)C[C@@H]32)c1,8.419839859008789,0.3492063492063492,False,79
3643085,COc1cccc(N2C(=S)N(c3ccc(Cl)cc3)[C@@H]3CS(=O)(=O)C[C@H]32)c1,8.419839859008789,0.3492063492063492,False,80
2382343301,COc1ccc([C@H]2CCC[C@H]3[C@@H]4C[C@H](CN32)CN(S(=O)(=O)CC(C)C)C4)cc1,8.418691635131836,0.26262626262626265,False,81
2382300126,COC(=O)[C@@]1(Cc2cscn2)C[C@H]2CC[C@@H]1N2C(=O)c1ccc2scnc2c1,8.418566703796387,0.2169811320754717,False,82
4749063,Cc1cc(C(=O)Nc2ccc(S(=O)(=O)NC34CC5CC(CC(C5)C3)C4)cc2)no1,8.408641815185547,0.2222222222222222,False,83
12041211,CC(C)c1c(C(=O)NCc2ccccn2)cnn1-c1nccc(-c2cccs2)n1,8.407926559448242,0.2641509433962264,False,84
12317466,C[C@H](c1ccon1)N(C)Cc1cnc(S(=O)(=O)CC2CC2)n1CC1CCCCC1,8.40638542175293,0.28431372549019607,False,85
12317467,C[C@@H](c1ccon1)N(C)Cc1cnc(S(=O)(=O)CC2CC2)n1CC1CCCCC1,8.40638542175293,0.28431372549019607,False,86
92022268,Cc1nc2cc(OCc3nc(C(=O)N(C)CC4(CO)CCC4)co3)ccc2s1,8.401435852050781,0.1926605504587156,False,87
825573787,Cc1cc(C(=O)NC23C[C@@H]4C[C@H](C2)CC(n2ncnn2)(C4)C3)c2cc(Cl)ccc2n1,8.39669418334961,0.24489795918367346,False,88
12156251,COCc1c(C(=O)N(C)Cc2csc(C)n2)c(=O)cc(C)n1CC1CCCCC1,8.394036293029785,0.24528301886792453,False,89
12717702,COCc1ccc(CN2CC[C@]3(CCCN(Cc4cc(OC)ccc4F)C3)C2)o1,8.388985633850098,0.24271844660194175,False,90
82091747,CCNc1ncc(-c2nc3cc(S(=O)(=O)NC(C)C)ccc3n2C(C)C)cn1,8.387331008911133,0.2268041237113402,False,91
2382339857,O=S(=O)(CC1CC1)N1C[C@@H]2C[C@H](C1)[C@@H]1CCC[C@H](c3cc(F)cc(F)c3)N1C2,8.386804580688477,0.20408163265306123,False,92
15064585,COc1ccc(CCN2CCC[C@@H](CN(C)Cc3cnc(N(C)C)s3)C2)cc1,8.378198623657227,0.23076923076923078,False,93
15064586,COc1ccc(CCN2CCC[C@H](CN(C)Cc3cnc(N(C)C)s3)C2)cc1,8.378198623657227,0.23076923076923078,False,94
12316819,COCCn1c(CN(C)Cc2sccc2C)cnc1S(=O)(=O)CC(C)(C)C,8.376057624816895,0.1978021978021978,False,95
15064199,COc1ccccc1CCN1CCC[C@@H](CN(C)Cc2cnc(N(C)C)s2)C1,8.371805191040039,0.25,False,96
15064200,COc1ccccc1CCN1CCC[C@H](CN(C)Cc2cnc(N(C)C)s2)C1,8.371805191040039,0.25,False,97
55244944,CN(Cc1cccnc1)Cc1cnc(S(=O)(=O)CC2CC2)n1CC1CCCCC1,8.367249488830566,0.2604166666666667,False,98
